traceid,activity,end_time
0_1500,CreateCustomerInvoice,2020-01-04 11:51:06.570554
0_1033,ClearCustomerInvoice,2020-01-04 12:08:03.417429
0_1156,CreateCustomerInvoice,2020-01-04 12:19:08.644811
0_1225,SendOverdueNotice,2020-01-04 13:24:43.056025
0_1204,CreateCustomerInvoice,2020-01-04 13:47:59.371782
0_1507,SendOverdueNotice,2020-01-04 14:05:45.037436
0_1478,ClearCustomerInvoice,2020-01-04 14:17:31.970248
0_1463,CreateCustomerInvoice,2020-01-04 14:32:35.927322
0_1566,SendOverdueNotice,2020-01-04 14:44:22.146139
0_1225,ClearCustomerInvoice,2020-01-04 15:09:17.054591
0_1566,ClearCustomerInvoice,2020-01-04 16:05:21.792279
0_1098,CreateCustomerInvoice,2020-01-04 16:08:43.513447
0_1102,ClearCustomerInvoice,2020-01-04 16:11:17.457327
0_1091,ClearCustomerInvoice,2020-01-04 16:47:30.918844
0_1156,ClearCustomerInvoice,2020-01-04 16:49:09.800144
0_1246,CreateCustomerInvoice,2020-01-04 17:02:58.862656
0_1046,SendOverdueNotice,2020-01-04 17:26:33.794763
0_1039,SendOverdueNotice,2020-01-04 17:30:40.038920
0_1515,CreateCustomerInvoice,2020-01-04 17:38:31.358160
0_1490,ClearCustomerInvoice,2020-01-04 18:02:01.396204
0_1062,ClearCustomerInvoice,2020-01-04 18:26:20.922702
0_1496,CreateCustomerInvoice,2020-01-04 20:41:08.672584
0_1450,ClearCustomerInvoice,2020-01-04 20:46:44.656215
0_1402,CreateCustomerInvoice,2020-01-04 21:39:46.705135
0_1117,CreateCustomerInvoice,2020-01-04 22:21:11.012140
0_1204,ClearCustomerInvoice,2020-01-04 22:41:22.777223
0_1046,ClearCustomerInvoice,2020-01-04 22:50:30.551300
0_1507,ClearCustomerInvoice,2020-01-04 22:55:43.481522
0_1578,CreateCustomerInvoice,2020-01-04 22:59:47.166191
0_1289,SendOverdueNotice,2020-01-04 23:45:14.856106
0_1515,ClearCustomerInvoice,2020-01-05 00:00:50.402667
0_1025,CreateCustomerInvoice,2020-01-05 00:13:26.755266
0_1311,CreateCustomerInvoice,2020-01-05 00:38:14.234951
0_1098,ClearCustomerInvoice,2020-01-05 00:58:23.645623
0_1220,CreateCustomerInvoice,2020-01-05 01:05:30.388752
0_1470,CreateCustomerInvoice,2020-01-05 01:09:21.930475
0_1188,CreateCustomerInvoice,2020-01-05 01:18:35.119592
0_1039,ClearCustomerInvoice,2020-01-05 01:35:07.410526
0_1395,CreateCustomerInvoice,2020-01-05 01:39:49.102071
0_1500,SendOverdueNotice,2020-01-05 02:01:17.789514
0_1025,SendOverdueNotice,2020-01-05 02:22:51.343664
0_1572,CreateCustomerInvoice,2020-01-05 02:31:00.042178
0_1402,ClearCustomerInvoice,2020-01-05 02:53:22.744252
0_1457,CreateCustomerInvoice,2020-01-05 02:58:49.619838
0_1203,CreateCustomerInvoice,2020-01-05 03:14:07.830110
0_1196,CreateCustomerInvoice,2020-01-05 03:22:17.234354
0_1463,SendOverdueNotice,2020-01-05 03:30:20.899902
0_1072,CreateCustomerInvoice,2020-01-05 03:48:33.836654
0_1289,ClearCustomerInvoice,2020-01-05 03:55:16.028623
0_1528,SendOverdueNotice,2020-01-05 04:06:08.042285
0_1025,ClearCustomerInvoice,2020-01-05 04:29:52.655525
0_1117,SendOverdueNotice,2020-01-05 04:36:38.526468
0_1246,SendOverdueNotice,2020-01-05 04:50:37.593073
0_1188,SendOverdueNotice,2020-01-05 04:58:18.167720
0_1264,CreateCustomerInvoice,2020-01-05 05:19:07.180293
0_1496,ClearCustomerInvoice,2020-01-05 05:38:25.816603
0_1463,ClearCustomerInvoice,2020-01-05 05:42:47.250908
0_1395,ClearCustomerInvoice,2020-01-05 05:51:55.841038
0_1427,CreateCustomerInvoice,2020-01-05 06:03:51.654014
0_1187,CreateCustomerInvoice,2020-01-05 06:07:26.821365
0_1333,CreateCustomerInvoice,2020-01-05 06:07:46.540784
0_1145,CreateCustomerInvoice,2020-01-05 06:16:25.442854
0_1349,CreateCustomerInvoice,2020-01-05 06:43:21.621527
0_1572,SendOverdueNotice,2020-01-05 06:45:06.572296
0_1246,ClearCustomerInvoice,2020-01-05 06:58:29.626930
0_1203,SendOverdueNotice,2020-01-05 07:28:41.296767
0_1528,ClearCustomerInvoice,2020-01-05 07:54:20.649427
0_1196,ClearCustomerInvoice,2020-01-05 08:01:41.352915
0_1386,CreateCustomerInvoice,2020-01-05 08:11:57.002047
0_1126,CreateCustomerInvoice,2020-01-05 08:26:15.247736
0_1572,ClearCustomerInvoice,2020-01-05 08:28:59.360714
0_1212,CreateCustomerInvoice,2020-01-05 09:10:45.435993
0_1117,ClearCustomerInvoice,2020-01-05 09:16:47.892444
0_1557,CreateCustomerInvoice,2020-01-05 09:19:33.157830
0_1551,CreateCustomerInvoice,2020-01-05 09:42:36.860221
0_1500,ClearCustomerInvoice,2020-01-05 09:51:21.157575
0_1457,SendOverdueNotice,2020-01-05 10:01:11.123369
0_1427,ClearCustomerInvoice,2020-01-05 10:09:45.092643
0_1470,SendOverdueNotice,2020-01-05 10:28:28.202208
0_1311,ClearCustomerInvoice,2020-01-05 10:45:35.903544
0_1220,ClearCustomerInvoice,2020-01-05 11:22:16.266829
0_1457,ClearCustomerInvoice,2020-01-05 12:20:18.104500
0_1212,SendOverdueNotice,2020-01-05 12:53:10.924287
0_1188,ClearCustomerInvoice,2020-01-05 13:02:57.404302
0_1349,ClearCustomerInvoice,2020-01-05 13:14:47.301692
0_1578,ClearCustomerInvoice,2020-01-05 14:01:51.694875
0_1203,ClearCustomerInvoice,2020-01-05 14:09:11.582161
0_1126,ClearCustomerInvoice,2020-01-05 14:11:35.080199
0_1333,SendOverdueNotice,2020-01-05 14:22:45.231670
0_1212,ClearCustomerInvoice,2020-01-05 15:41:22.068575
0_1187,ClearCustomerInvoice,2020-01-05 16:57:28.932716
0_1386,SendOverdueNotice,2020-01-05 18:36:12.846733
0_1072,ClearCustomerInvoice,2020-01-05 18:50:32.863812
0_1470,ClearCustomerInvoice,2020-01-05 19:37:45.761586
0_1333,ClearCustomerInvoice,2020-01-05 21:01:56.817994
0_1145,ClearCustomerInvoice,2020-01-05 21:26:23.714580
0_1557,SendOverdueNotice,2020-01-05 21:54:20.201395
0_1551,SendOverdueNotice,2020-01-05 22:15:26.568899
0_1264,SendOverdueNotice,2020-01-05 22:23:08.688704
0_1387,CreateCustomerInvoice,2020-01-06 00:03:20.141161
0_1058,CreateCustomerInvoice,2020-01-06 00:22:28.151584
0_1264,ClearCustomerInvoice,2020-01-06 01:04:34.577673
0_1058,SendOverdueNotice,2020-01-06 01:41:12.753264
0_1557,ClearCustomerInvoice,2020-01-06 02:22:06.703157
0_1386,ClearCustomerInvoice,2020-01-06 03:02:49.804783
0_1551,ClearCustomerInvoice,2020-01-06 03:53:23.206014
0_1387,ClearCustomerInvoice,2020-01-06 08:47:10.244273
0_1058,ClearCustomerInvoice,2020-01-06 09:59:42.568226
0_1543,CreateCustomerInvoice,2020-01-08 14:38:33.666708
0_1544,CreateCustomerInvoice,2020-01-08 20:56:29.686914
0_1585,CreateCustomerInvoice,2020-01-09 00:22:12.202723
0_1543,SendOverdueNotice,2020-01-09 06:42:01.135537
0_1544,ClearCustomerInvoice,2020-01-09 08:40:00.464589
0_1586,CreateCustomerInvoice,2020-01-09 09:24:01.988544
0_1543,ClearCustomerInvoice,2020-01-09 18:05:57.705595
0_1585,SendOverdueNotice,2020-01-10 02:38:41.297257
0_1586,ClearCustomerInvoice,2020-01-10 07:40:25.416202
0_1585,ClearCustomerInvoice,2020-01-10 11:08:12.615055
0_1588,CreateCustomerInvoice,2020-01-10 16:57:05.309706
0_1589,CreateCustomerInvoice,2020-01-11 06:57:49.869930
0_1588,SendOverdueNotice,2020-01-11 23:51:36.547104
0_1589,ClearCustomerInvoice,2020-01-12 04:31:04.409098
0_1588,ClearCustomerInvoice,2020-01-12 10:18:49.215857
0_1587,CreateCustomerInvoice,2020-01-12 16:36:08.873466
0_1587,ClearCustomerInvoice,2020-01-13 02:52:40.486105
