traceid,activity,end_time
3_1460,ApprovePurchaseOrder,2020-01-01 20:30:10.973045
3_1569,ApprovePurchaseOrder,2020-01-01 20:30:46.665524
3_1315,ApprovePurchaseOrder,2020-01-01 20:54:28.179011
3_1657,ChangeQuantity,2020-01-01 21:09:41.540847
3_1041,ApprovePurchaseOrder,2020-01-01 21:32:26.249871
3_1266,ApprovePurchaseOrder,2020-01-01 21:48:11.668743
3_1174,SendPurchaseOrder,2020-01-01 21:51:27.752479
3_1060,ApprovePurchaseOrder,2020-01-01 21:54:44.683414
3_1700,ChangeQuantity,2020-01-01 22:27:56.081528
3_1138,ApprovePurchaseOrder,2020-01-01 22:39:19.820143
3_1105,ApprovePurchaseOrder,2020-01-01 22:41:23.861724
3_1151,ChangeQuantity,2020-01-01 22:48:57.000457
3_1558,ApprovePurchaseOrder,2020-01-01 23:09:52.569584
3_1300,ApprovePurchaseOrder,2020-01-01 23:23:48.835854
3_1215,PostGoodsReceipt,2020-01-01 23:25:25.315193
3_1199,ApprovePurchaseOrder,2020-01-01 23:31:26.490172
3_1650,ApprovePurchaseOrder,2020-01-01 23:40:48.148892
3_1657,PostGoodsReceipt,2020-01-01 23:44:23.605027
3_1643,ChangeQuantity,2020-01-02 00:07:14.388810
3_1405,PostGoodsReceipt,2020-01-02 00:07:43.083661
3_1076,SendPurchaseOrder,2020-01-02 00:31:22.650471
3_1772,ApprovePurchaseOrder,2020-01-02 00:59:54.089861
3_1442,ApprovePurchaseOrder,2020-01-02 01:32:23.114132
3_1256,ApprovePurchaseOrder,2020-01-02 01:37:50.131298
3_1691,SendPurchaseOrder,2020-01-02 01:37:56.827956
3_1182,SendPurchaseOrder,2020-01-02 01:53:54.449144
3_1138,SendPurchaseOrder,2020-01-02 01:54:01.418406
3_1027,SendPurchaseOrder,2020-01-02 02:07:08.208645
3_1818,ApprovePurchaseOrder,2020-01-02 02:07:54.452089
3_1345,ApprovePurchaseOrder,2020-01-02 02:14:44.101051
3_1274,PostGoodsReceipt,2020-01-02 02:26:56.846410
3_1125,ApprovePurchaseOrder,2020-01-02 02:31:03.040182
3_1273,SendPurchaseOrder,2020-01-02 02:31:48.566901
3_1799,ApprovePurchaseOrder,2020-01-02 02:32:21.553978
3_1825,CreatePurchaseOrder,2020-01-02 02:36:50.401552
3_1608,SendPurchaseOrder,2020-01-02 03:11:43.938597
3_1680,SendPurchaseOrder,2020-01-02 03:32:15.252089
3_1460,SendPurchaseOrder,2020-01-02 03:41:59.054851
3_1239,SendPurchaseOrder,2020-01-02 03:43:57.846877
3_1824,ApprovePurchaseOrder,2020-01-02 03:48:42.617578
3_1635,ApprovePurchaseOrder,2020-01-02 03:58:46.878635
3_1086,SendPurchaseOrder,2020-01-02 04:21:03.838571
3_1663,SendPurchaseOrder,2020-01-02 04:29:33.179687
3_1300,SendPurchaseOrder,2020-01-02 04:44:51.399357
3_1501,SendPurchaseOrder,2020-01-02 04:47:33.899842
3_1719,SendPurchaseOrder,2020-01-02 05:06:21.710161
3_1643,PostGoodsReceipt,2020-01-02 05:09:44.953191
3_1422,ChangeQuantity,2020-01-02 05:14:43.669470
3_1735,ApprovePurchaseOrder,2020-01-02 05:15:16.616817
3_1467,ApprovePurchaseOrder,2020-01-02 05:18:05.991176
3_1809,SendPurchaseOrder,2020-01-02 06:24:00.292043
3_1712,SendPurchaseOrder,2020-01-02 06:35:32.362614
3_1383,ChangeQuantity,2020-01-02 06:35:59.752307
3_1559,PostGoodsReceipt,2020-01-02 06:40:51.855352
3_1315,SendPurchaseOrder,2020-01-02 06:49:49.987076
3_1049,ApprovePurchaseOrder,2020-01-02 06:56:31.021059
3_1266,SendPurchaseOrder,2020-01-02 06:59:05.342674
3_1452,ChangePrice,2020-01-02 07:22:36.898631
3_1765,CreatePurchaseOrder,2020-01-02 07:48:42.919764
3_1608,SendDeliveryOverdueNotice,2020-01-02 08:03:45.195982
3_1569,SendPurchaseOrder,2020-01-02 08:04:07.614269
3_1735,SendPurchaseOrder,2020-01-02 08:09:48.412470
3_1781,ApprovePurchaseOrder,2020-01-02 08:11:26.509502
3_1576,PostGoodsReceipt,2020-01-02 08:30:21.180143
3_1174,SendDeliveryOverdueNotice,2020-01-02 08:42:15.260575
3_1257,SendPurchaseOrder,2020-01-02 08:44:21.254891
3_1691,PostGoodsReceipt,2020-01-02 09:03:26.465319
3_1663,ChangePrice,2020-01-02 09:04:09.320389
3_1460,ChangePrice,2020-01-02 09:11:05.953274
3_1199,SendPurchaseOrder,2020-01-02 09:11:09.986429
3_1294,PostGoodsReceipt,2020-01-02 09:27:46.532454
3_1273,PostGoodsReceipt,2020-01-02 09:39:04.881667
3_1041,SendPurchaseOrder,2020-01-02 09:44:16.621170
3_1182,PostGoodsReceipt,2020-01-02 09:45:43.641769
3_1700,PostGoodsReceipt,2020-01-02 10:34:35.404346
3_1060,SendPurchaseOrder,2020-01-02 10:45:32.058104
3_1650,SendPurchaseOrder,2020-01-02 10:46:28.521389
3_1300,SendDeliveryOverdueNotice,2020-01-02 11:02:57.389444
3_1828,CreatePurchaseOrder,2020-01-02 11:18:14.784257
3_1239,SendDeliveryOverdueNotice,2020-01-02 11:19:36.613266
3_1125,SendPurchaseOrder,2020-01-02 12:01:24.992984
3_1027,ChangePrice,2020-01-02 12:01:45.757236
3_1151,PostGoodsReceipt,2020-01-02 12:08:44.192299
3_1799,SendPurchaseOrder,2020-01-02 12:13:19.419276
3_1138,PostGoodsReceipt,2020-01-02 12:43:05.527409
3_1467,SendPurchaseOrder,2020-01-02 12:44:06.899260
3_1809,SendDeliveryOverdueNotice,2020-01-02 12:44:24.249083
3_1105,SendPurchaseOrder,2020-01-02 12:52:09.400897
3_1744,PostGoodsReceipt,2020-01-02 13:10:40.003496
3_1719,ChangePrice,2020-01-02 13:27:06.756443
3_1558,SendPurchaseOrder,2020-01-02 13:30:02.850015
3_1772,SendPurchaseOrder,2020-01-02 13:42:54.093391
3_1194,SendPurchaseOrder,2020-01-02 13:44:20.688708
3_1345,SendPurchaseOrder,2020-01-02 14:09:48.760423
3_1764,ApprovePurchaseOrder,2020-01-02 14:10:12.494783
3_1650,ChangePrice,2020-01-02 14:21:40.039024
3_1569,PostGoodsReceipt,2020-01-02 14:32:53.827775
3_1239,PostGoodsReceipt,2020-01-02 14:40:33.965053
3_1781,SendPurchaseOrder,2020-01-02 14:50:06.354655
3_1452,PostGoodsReceipt,2020-01-02 15:08:03.909068
3_1825,ApprovePurchaseOrder,2020-01-02 15:32:20.106640
3_1442,SendPurchaseOrder,2020-01-02 15:37:49.022560
3_1256,SendPurchaseOrder,2020-01-02 16:08:25.014099
3_1712,ChangePrice,2020-01-02 16:36:42.002882
3_1501,PostGoodsReceipt,2020-01-02 16:45:31.449060
3_1818,SendPurchaseOrder,2020-01-02 17:00:20.664252
3_1041,SendDeliveryOverdueNotice,2020-01-02 17:14:26.138352
3_1635,SendPurchaseOrder,2020-01-02 17:50:21.689042
3_1460,PostGoodsReceipt,2020-01-02 17:53:57.814946
3_1049,SendPurchaseOrder,2020-01-02 18:00:17.600190
3_1735,SendDeliveryOverdueNotice,2020-01-02 18:05:05.422166
3_1680,PostGoodsReceipt,2020-01-02 18:17:52.967901
3_1174,PostGoodsReceipt,2020-01-02 18:28:28.147899
3_1076,SendDeliveryOverdueNotice,2020-01-02 18:34:29.833965
3_1719,PostGoodsReceipt,2020-01-02 18:53:23.020406
3_1300,PostGoodsReceipt,2020-01-02 19:16:46.005146
3_1086,PostGoodsReceipt,2020-01-02 19:21:00.610443
3_1422,PostGoodsReceipt,2020-01-02 19:34:45.333366
3_1608,PostGoodsReceipt,2020-01-02 19:37:19.989635
3_1799,SendDeliveryOverdueNotice,2020-01-02 19:40:26.523046
3_1266,ChangePrice,2020-01-02 19:46:15.300505
3_1256,ChangePrice,2020-01-02 21:00:42.541914
3_1194,PostGoodsReceipt,2020-01-02 21:06:07.695364
3_1826,ChangeQuantity,2020-01-02 21:07:12.722467
3_1125,SendDeliveryOverdueNotice,2020-01-02 21:10:44.950468
3_1663,PostGoodsReceipt,2020-01-02 21:38:15.347890
3_1027,PostGoodsReceipt,2020-01-02 22:06:14.434202
3_1315,ChangePrice,2020-01-02 22:37:04.941387
3_1824,SendPurchaseOrder,2020-01-02 22:49:21.993161
3_1799,PostGoodsReceipt,2020-01-02 22:59:58.466013
3_1060,PostGoodsReceipt,2020-01-02 23:04:39.236208
3_1781,SendDeliveryOverdueNotice,2020-01-02 23:08:53.475991
3_1467,SendDeliveryOverdueNotice,2020-01-02 23:11:39.257649
3_1442,SendDeliveryOverdueNotice,2020-01-02 23:13:10.097759
3_1199,SendDeliveryOverdueNotice,2020-01-02 23:30:47.622322
3_1041,PostGoodsReceipt,2020-01-03 00:07:34.960663
3_1257,SendDeliveryOverdueNotice,2020-01-03 00:10:00.217168
3_1049,SendDeliveryOverdueNotice,2020-01-03 00:34:00.731596
3_1765,ApprovePurchaseOrder,2020-01-03 00:37:12.660121
3_1383,PostGoodsReceipt,2020-01-03 00:57:54.306907
3_1558,PostGoodsReceipt,2020-01-03 01:06:04.862151
3_1125,PostGoodsReceipt,2020-01-03 01:19:39.935394
3_1772,SendDeliveryOverdueNotice,2020-01-03 02:37:21.090606
3_1105,PostGoodsReceipt,2020-01-03 03:17:46.249676
3_1712,PostGoodsReceipt,2020-01-03 04:50:10.720593
3_1266,PostGoodsReceipt,2020-01-03 05:18:25.356483
3_1315,PostGoodsReceipt,2020-01-03 05:25:07.483131
3_1809,PostGoodsReceipt,2020-01-03 06:40:07.186714
3_1345,SendDeliveryOverdueNotice,2020-01-03 07:20:25.075225
3_1635,PostGoodsReceipt,2020-01-03 07:45:12.727659
3_1735,PostGoodsReceipt,2020-01-03 08:54:25.667281
3_1827,ApprovePurchaseOrder,2020-01-03 10:28:35.339788
3_1467,PostGoodsReceipt,2020-01-03 10:35:05.438952
3_1076,PostGoodsReceipt,2020-01-03 10:54:27.710626
3_1239,ReceiveVendorInvoice,2020-01-03 11:26:12.102541
3_1199,PostGoodsReceipt,2020-01-03 11:30:31.421114
3_1818,PostGoodsReceipt,2020-01-03 11:50:39.937682
3_1442,PostGoodsReceipt,2020-01-03 13:21:09.531425
3_1405,ReceiveVendorInvoice,2020-01-03 13:44:44.021481
3_1256,PostGoodsReceipt,2020-01-03 14:02:30.243001
3_1257,PostGoodsReceipt,2020-01-03 14:16:38.610993
3_1781,PostGoodsReceipt,2020-01-03 14:17:27.223058
3_1650,PostGoodsReceipt,2020-01-03 15:04:48.758429
3_1452,ReceiveVendorInvoice,2020-01-03 15:12:04.766366
3_1764,SendPurchaseOrder,2020-01-03 15:54:27.021714
3_1049,PostGoodsReceipt,2020-01-03 16:24:03.862286
3_1825,SendPurchaseOrder,2020-01-03 18:25:03.305336
3_1744,ReceiveVendorInvoice,2020-01-03 18:59:01.268845
3_1345,PostGoodsReceipt,2020-01-03 20:28:29.518939
3_1680,ReceiveVendorInvoice,2020-01-03 23:05:10.781555
3_1824,SendDeliveryOverdueNotice,2020-01-03 23:25:02.538056
3_1460,ReceiveVendorInvoice,2020-01-04 00:00:48.118576
3_1828,ApprovePurchaseOrder,2020-01-04 00:13:17.961306
3_1315,ReceiveVendorInvoice,2020-01-04 00:45:21.939031
3_1041,ReceiveVendorInvoice,2020-01-04 02:13:24.061197
3_1712,ReceiveVendorInvoice,2020-01-04 02:23:56.509178
3_1215,ReceiveVendorInvoice,2020-01-04 02:36:08.484457
3_1663,ReceiveVendorInvoice,2020-01-04 03:10:08.969010
3_1086,ReceiveVendorInvoice,2020-01-04 03:27:07.984258
3_1772,PostGoodsReceipt,2020-01-04 03:42:37.706375
3_1765,SendPurchaseOrder,2020-01-04 04:03:21.322610
3_1125,ReceiveVendorInvoice,2020-01-04 05:21:35.958519
3_1194,ReceiveVendorInvoice,2020-01-04 06:52:00.494003
3_1274,ReceiveVendorInvoice,2020-01-04 09:56:14.200599
3_1799,ReceiveVendorInvoice,2020-01-04 09:57:06.097933
3_1049,ReceiveVendorInvoice,2020-01-04 11:16:52.215310
3_1764,ChangePrice,2020-01-04 11:53:28.281648
3_1719,ReceiveVendorInvoice,2020-01-04 11:57:00.350175
3_1826,PostGoodsReceipt,2020-01-04 11:59:25.206145
3_1576,ReceiveVendorInvoice,2020-01-04 12:12:07.106060
3_1635,ReceiveVendorInvoice,2020-01-04 13:34:57.952526
3_1060,ReceiveVendorInvoice,2020-01-04 14:02:20.517344
3_1151,ReceiveVendorInvoice,2020-01-04 14:45:21.407700
3_1027,ReceiveVendorInvoice,2020-01-04 17:36:07.554289
3_1138,ReceiveVendorInvoice,2020-01-04 17:56:08.294928
3_1827,SendPurchaseOrder,2020-01-04 18:00:57.084036
3_1657,ReceiveVendorInvoice,2020-01-04 18:48:54.894258
3_1809,ReceiveVendorInvoice,2020-01-04 19:04:22.131755
3_1735,ReceiveVendorInvoice,2020-01-04 19:07:51.483508
3_1700,ReceiveVendorInvoice,2020-01-04 19:26:33.027899
3_1650,ReceiveVendorInvoice,2020-01-04 20:05:20.763514
3_1422,ReceiveVendorInvoice,2020-01-04 20:05:58.112523
3_1257,ReceiveVendorInvoice,2020-01-04 20:42:59.800926
3_1569,ReceiveVendorInvoice,2020-01-04 21:40:33.460015
3_1825,ChangePrice,2020-01-04 21:50:17.345512
3_1273,ReceiveVendorInvoice,2020-01-04 22:07:02.336350
3_1182,ReceiveVendorInvoice,2020-01-04 23:09:56.234159
3_1345,ReceiveVendorInvoice,2020-01-04 23:21:42.912684
3_1608,ReceiveVendorInvoice,2020-01-05 01:10:45.050292
3_1765,SendDeliveryOverdueNotice,2020-01-05 01:20:06.670397
3_1174,ReceiveVendorInvoice,2020-01-05 02:53:38.696435
3_1691,ReceiveVendorInvoice,2020-01-05 02:55:05.767433
3_1442,ReceiveVendorInvoice,2020-01-05 03:39:59.394550
3_1501,ReceiveVendorInvoice,2020-01-05 04:26:46.027760
3_1266,ReceiveVendorInvoice,2020-01-05 04:50:03.226724
3_1828,SendPurchaseOrder,2020-01-05 05:47:09.685128
3_1294,ReceiveVendorInvoice,2020-01-05 05:50:29.217800
3_1824,PostGoodsReceipt,2020-01-05 05:59:09.800852
3_1818,ReceiveVendorInvoice,2020-01-05 06:09:39.210752
3_1300,ReceiveVendorInvoice,2020-01-05 06:45:37.056471
3_1643,ReceiveVendorInvoice,2020-01-05 08:27:36.544092
3_1256,ReceiveVendorInvoice,2020-01-05 11:32:45.031954
3_1105,ReceiveVendorInvoice,2020-01-05 12:36:27.914427
3_1383,ReceiveVendorInvoice,2020-01-05 13:15:24.671348
3_1467,ReceiveVendorInvoice,2020-01-05 13:17:29.470108
3_1559,ReceiveVendorInvoice,2020-01-05 14:08:52.347621
3_1199,ReceiveVendorInvoice,2020-01-05 15:41:14.581354
3_1781,ReceiveVendorInvoice,2020-01-05 16:37:07.549700
3_1558,ReceiveVendorInvoice,2020-01-05 16:47:39.566871
3_1772,ReceiveVendorInvoice,2020-01-05 18:56:15.479401
3_1076,ReceiveVendorInvoice,2020-01-05 21:41:51.959169
3_1827,SendDeliveryOverdueNotice,2020-01-05 22:17:20.863564
3_1764,PostGoodsReceipt,2020-01-06 00:39:50.047441
3_1825,PostGoodsReceipt,2020-01-06 03:56:14.644180
3_1828,ChangePrice,2020-01-06 08:32:28.021510
3_1765,PostGoodsReceipt,2020-01-06 12:37:40.343688
3_1827,PostGoodsReceipt,2020-01-06 20:53:22.427274
3_1828,PostGoodsReceipt,2020-01-07 11:36:15.674704
3_1824,ReceiveVendorInvoice,2020-01-08 19:00:08.219666
3_1764,ReceiveVendorInvoice,2020-01-08 19:13:12.387971
3_1765,ReceiveVendorInvoice,2020-01-09 00:11:18.607971
3_1825,ReceiveVendorInvoice,2020-01-09 19:09:33.095593
3_1826,ReceiveVendorInvoice,2020-01-10 09:07:07.621203
3_1828,ReceiveVendorInvoice,2020-01-11 01:13:32.294074
3_1827,ReceiveVendorInvoice,2020-01-12 23:30:19.839373
