traceid,activity,end_time
1_1835,InsufficientMaterialFound,2020-01-03 18:14:06.655630
1_1263,CreateCustomerInvoice,2020-01-03 18:26:23.495144
1_1446,CreateDelivery,2020-01-03 18:42:25.841317
1_1030,CreateCustomerInvoice,2020-01-03 18:42:39.976651
1_1341,CreateDelivery,2020-01-03 18:45:57.241989
1_1707,PostGoodsIssue,2020-01-03 18:47:04.710376
1_1486,CreateCustomerInvoice,2020-01-03 18:54:47.215334
1_1192,InsufficientMaterialFound,2020-01-03 19:07:15.619835
1_1758,ExecutePicking,2020-01-03 19:29:30.153301
1_1349,ExecutePicking,2020-01-03 20:06:42.985070
1_1148,PostGoodsIssue,2020-01-03 20:29:46.202283
1_1597,CreateDelivery,2020-01-03 20:46:31.584325
1_1739,CreateDelivery,2020-01-03 21:15:56.424039
1_1746,PostGoodsIssue,2020-01-03 21:16:53.159021
1_1657,ExecutePicking,2020-01-03 21:18:13.645488
1_1721,CreateCustomerInvoice,2020-01-03 21:20:14.525877
1_1238,PostGoodsIssue,2020-01-03 21:35:59.324437
1_1041,PostGoodsIssue,2020-01-03 21:46:49.136884
1_1287,CreateDelivery,2020-01-03 22:09:47.793284
1_1171,CreateDelivery,2020-01-03 22:32:46.454262
1_1349,PostGoodsIssue,2020-01-03 23:21:02.817801
1_1657,PostGoodsIssue,2020-01-03 23:46:10.742375
1_1087,PostGoodsIssue,2020-01-03 23:51:52.451200
1_1134,CreateCustomerInvoice,2020-01-03 23:57:09.619165
1_1739,ExecutePicking,2020-01-04 00:14:25.094582
1_1683,CreateDelivery,2020-01-04 00:25:53.897272
1_1307,PostGoodsIssue,2020-01-04 00:32:28.801799
1_1835,PostGoodsIssue,2020-01-04 00:42:02.483433
1_1101,CreateDelivery,2020-01-04 00:54:08.090687
1_1597,ExecutePicking,2020-01-04 01:05:39.245272
1_1051,InsufficientMaterialFound,2020-01-04 01:18:39.750268
1_1758,InsufficientMaterialFound,2020-01-04 02:03:26.073501
1_1341,ExecutePicking,2020-01-04 02:07:39.512802
1_1597,InsufficientMaterialFound,2020-01-04 02:15:46.191861
1_1850,CreateDelivery,2020-01-04 02:16:36.548604
1_1192,PostGoodsIssue,2020-01-04 02:38:22.458382
1_1773,ExecutePicking,2020-01-04 02:42:11.408836
1_1142,ExecutePicking,2020-01-04 02:43:54.486540
1_1024,CreateDelivery,2020-01-04 02:47:51.655072
1_1376,ExecutePicking,2020-01-04 03:12:32.056052
1_1411,CreateDelivery,2020-01-04 03:16:36.334333
1_1287,ExecutePicking,2020-01-04 03:25:23.410437
1_1171,ExecutePicking,2020-01-04 03:44:39.644041
1_1657,CreateCustomerInvoice,2020-01-04 03:57:55.837631
1_1306,CreateDelivery,2020-01-04 04:06:14.780695
1_1446,ExecutePicking,2020-01-04 04:13:41.255590
1_1192,CreateCustomerInvoice,2020-01-04 04:29:32.582709
1_1697,CreateDelivery,2020-01-04 04:57:01.137368
1_1287,InsufficientMaterialFound,2020-01-04 05:07:57.011783
1_1051,PostGoodsIssue,2020-01-04 05:24:44.487358
1_1850,ExecutePicking,2020-01-04 05:31:09.602162
1_1841,CreateDelivery,2020-01-04 05:37:16.038933
1_1148,CreateCustomerInvoice,2020-01-04 05:39:17.834775
1_1349,CreateCustomerInvoice,2020-01-04 05:51:11.310394
1_1683,ExecutePicking,2020-01-04 06:00:09.508699
1_1024,ExecutePicking,2020-01-04 06:00:41.798549
1_1739,InsufficientMaterialFound,2020-01-04 06:01:19.695049
1_1341,InsufficientMaterialFound,2020-01-04 06:03:53.207304
1_1668,CreateDelivery,2020-01-04 06:10:14.059167
1_1165,CreateDelivery,2020-01-04 06:23:21.321623
1_1446,PostGoodsIssue,2020-01-04 06:24:15.246753
1_1835,CreateCustomerInvoice,2020-01-04 06:45:16.801592
1_1142,InsufficientMaterialFound,2020-01-04 07:07:27.776242
1_1588,CreateDelivery,2020-01-04 07:17:42.376602
1_1746,CreateCustomerInvoice,2020-01-04 07:20:06.361329
1_1630,CreateDelivery,2020-01-04 07:22:36.570102
1_1041,CreateCustomerInvoice,2020-01-04 07:22:51.584219
1_1707,CreateCustomerInvoice,2020-01-04 07:24:58.389528
1_1727,CreateDelivery,2020-01-04 07:25:45.660283
1_1296,CreateDelivery,2020-01-04 07:48:24.854977
1_1597,PostGoodsIssue,2020-01-04 07:48:54.034884
1_1306,ExecutePicking,2020-01-04 07:59:19.144242
1_1376,PostGoodsIssue,2020-01-04 08:20:33.692910
1_1758,PostGoodsIssue,2020-01-04 08:26:18.135514
1_1739,PostGoodsIssue,2020-01-04 08:54:06.011634
1_1051,CreateCustomerInvoice,2020-01-04 08:55:59.398017
1_1773,PostGoodsIssue,2020-01-04 09:10:52.783387
1_1473,CreateDelivery,2020-01-04 09:28:22.946063
1_1331,CreateDelivery,2020-01-04 09:44:13.200436
1_1087,CreateCustomerInvoice,2020-01-04 09:45:09.499759
1_1101,ExecutePicking,2020-01-04 09:47:38.073335
1_1171,InsufficientMaterialFound,2020-01-04 09:50:34.541383
1_1850,InsufficientMaterialFound,2020-01-04 09:51:57.091496
1_1024,PostGoodsIssue,2020-01-04 10:21:37.864182
1_1630,ExecutePicking,2020-01-04 10:26:57.579868
1_1697,ExecutePicking,2020-01-04 11:04:52.325295
1_1683,PostGoodsIssue,2020-01-04 11:07:45.181714
1_1668,ExecutePicking,2020-01-04 11:08:48.276771
1_1798,CreateDelivery,2020-01-04 11:15:34.205179
1_1142,PostGoodsIssue,2020-01-04 11:19:33.255217
1_1588,ExecutePicking,2020-01-04 11:27:16.288162
1_1773,CreateCustomerInvoice,2020-01-04 11:39:06.927744
1_1165,ExecutePicking,2020-01-04 11:40:04.646966
1_1446,CreateCustomerInvoice,2020-01-04 11:45:49.307227
1_1739,CreateCustomerInvoice,2020-01-04 11:51:06.570554
1_1538,CreateDelivery,2020-01-04 11:55:50.932519
1_1238,CreateCustomerInvoice,2020-01-04 12:19:08.644811
1_1411,ExecutePicking,2020-01-04 12:30:50.906774
1_1209,CreateDelivery,2020-01-04 12:47:19.596410
1_1841,ExecutePicking,2020-01-04 12:54:27.511481
1_1538,ExecutePicking,2020-01-04 12:56:13.022425
1_1727,ExecutePicking,2020-01-04 13:07:01.577735
1_1506,CreateDelivery,2020-01-04 13:17:13.597220
1_1580,CreateDelivery,2020-01-04 13:37:31.585749
1_1171,PostGoodsIssue,2020-01-04 13:39:58.201398
1_1581,CreateDelivery,2020-01-04 13:43:16.517514
1_1307,CreateCustomerInvoice,2020-01-04 13:47:59.371782
1_1411,InsufficientMaterialFound,2020-01-04 14:13:32.244347
1_1287,PostGoodsIssue,2020-01-04 14:29:30.229179
1_1683,CreateCustomerInvoice,2020-01-04 14:32:35.927322
1_1850,PostGoodsIssue,2020-01-04 14:50:37.658876
1_1473,ExecutePicking,2020-01-04 15:04:28.126260
1_1306,PostGoodsIssue,2020-01-04 15:13:48.115709
1_1341,PostGoodsIssue,2020-01-04 15:22:19.146851
1_1588,InsufficientMaterialFound,2020-01-04 15:36:19.071364
1_1286,CreateDelivery,2020-01-04 15:40:37.009299
1_1727,PostGoodsIssue,2020-01-04 15:47:53.049606
1_1841,PostGoodsIssue,2020-01-04 15:53:24.233034
1_1811,CreateDelivery,2020-01-04 16:02:51.852090
1_1473,PostGoodsIssue,2020-01-04 16:06:45.583512
1_1296,ExecutePicking,2020-01-04 16:07:26.342936
1_1142,CreateCustomerInvoice,2020-01-04 16:08:43.513447
1_1697,PostGoodsIssue,2020-01-04 16:16:52.648041
1_1069,CreateDelivery,2020-01-04 16:28:38.952181
1_1376,CreateCustomerInvoice,2020-01-04 17:02:58.862656
1_1758,CreateCustomerInvoice,2020-01-04 17:38:31.358160
1_1538,InsufficientMaterialFound,2020-01-04 17:40:47.781048
1_1506,ExecutePicking,2020-01-04 17:49:15.699283
1_1630,PostGoodsIssue,2020-01-04 17:55:29.912965
1_1286,ExecutePicking,2020-01-04 18:16:53.088716
1_1296,InsufficientMaterialFound,2020-01-04 19:07:16.999562
1_1101,PostGoodsIssue,2020-01-04 19:07:47.140209
1_1581,ExecutePicking,2020-01-04 19:26:56.584971
1_1209,ExecutePicking,2020-01-04 19:27:12.922507
1_1538,PostGoodsIssue,2020-01-04 19:34:01.761484
1_1588,PostGoodsIssue,2020-01-04 19:38:41.216122
1_1331,ExecutePicking,2020-01-04 19:40:50.270603
1_1165,PostGoodsIssue,2020-01-04 19:56:16.159363
1_1580,ExecutePicking,2020-01-04 20:07:49.336534
1_1798,ExecutePicking,2020-01-04 20:11:41.910664
1_1668,InsufficientMaterialFound,2020-01-04 20:40:24.413332
1_1727,CreateCustomerInvoice,2020-01-04 20:41:08.672584
1_1597,CreateCustomerInvoice,2020-01-04 21:39:46.705135
1_1209,InsufficientMaterialFound,2020-01-04 21:55:59.612010
1_1668,PostGoodsIssue,2020-01-04 21:56:18.620294
1_1580,InsufficientMaterialFound,2020-01-04 21:56:57.243849
1_1165,CreateCustomerInvoice,2020-01-04 22:21:11.012140
1_1506,InsufficientMaterialFound,2020-01-04 22:51:55.231995
1_1850,CreateCustomerInvoice,2020-01-04 22:59:47.166191
1_1811,ExecutePicking,2020-01-04 23:03:04.768504
1_1286,PostGoodsIssue,2020-01-04 23:12:52.310652
1_1411,PostGoodsIssue,2020-01-04 23:54:07.065865
1_1024,CreateCustomerInvoice,2020-01-05 00:13:26.755266
1_1473,CreateCustomerInvoice,2020-01-05 00:38:14.234951
1_1331,PostGoodsIssue,2020-01-05 00:40:43.758747
1_1209,PostGoodsIssue,2020-01-05 01:02:30.703161
1_1341,CreateCustomerInvoice,2020-01-05 01:05:30.388752
1_1697,CreateCustomerInvoice,2020-01-05 01:09:21.930475
1_1287,CreateCustomerInvoice,2020-01-05 01:18:35.119592
1_1588,CreateCustomerInvoice,2020-01-05 01:39:49.102071
1_1296,PostGoodsIssue,2020-01-05 02:20:33.956704
1_1069,ExecutePicking,2020-01-05 02:22:10.803695
1_1798,InsufficientMaterialFound,2020-01-05 02:29:46.392903
1_1841,CreateCustomerInvoice,2020-01-05 02:31:00.042178
1_1668,CreateCustomerInvoice,2020-01-05 02:58:49.619838
1_1306,CreateCustomerInvoice,2020-01-05 03:14:07.830110
1_1296,CreateCustomerInvoice,2020-01-05 03:22:17.234354
1_1101,CreateCustomerInvoice,2020-01-05 03:48:33.836654
1_1580,PostGoodsIssue,2020-01-05 04:10:48.213932
1_1798,PostGoodsIssue,2020-01-05 04:25:35.913992
1_1811,PostGoodsIssue,2020-01-05 04:41:09.241172
1_1069,InsufficientMaterialFound,2020-01-05 04:43:40.641478
1_1506,PostGoodsIssue,2020-01-05 05:00:24.756075
1_1581,PostGoodsIssue,2020-01-05 05:05:02.582720
1_1411,CreateCustomerInvoice,2020-01-05 05:19:07.180293
1_1630,CreateCustomerInvoice,2020-01-05 06:03:51.654014
1_1286,CreateCustomerInvoice,2020-01-05 06:07:26.821365
1_1506,CreateCustomerInvoice,2020-01-05 06:07:46.540784
1_1209,CreateCustomerInvoice,2020-01-05 06:16:25.442854
1_1538,CreateCustomerInvoice,2020-01-05 06:43:21.621527
1_1580,CreateCustomerInvoice,2020-01-05 08:11:57.002047
1_1171,CreateCustomerInvoice,2020-01-05 08:26:15.247736
1_1331,CreateCustomerInvoice,2020-01-05 09:10:45.435993
1_1811,CreateCustomerInvoice,2020-01-05 09:19:33.157830
1_1798,CreateCustomerInvoice,2020-01-05 09:42:36.860221
1_1069,PostGoodsIssue,2020-01-05 13:50:49.039416
1_1581,CreateCustomerInvoice,2020-01-06 00:03:20.141161
1_1069,CreateCustomerInvoice,2020-01-06 00:22:28.151584
1_1862,CreateDelivery,2020-01-06 11:21:30.122821
1_1862,ExecutePicking,2020-01-07 01:48:52.911261
1_1787,CreateDelivery,2020-01-07 02:26:53.487713
1_1865,CreateDelivery,2020-01-07 03:24:05.798928
1_1787,ExecutePicking,2020-01-07 09:21:25.141472
1_1786,CreateDelivery,2020-01-07 14:27:38.866004
1_1786,ExecutePicking,2020-01-07 17:25:26.830584
1_1863,CreateDelivery,2020-01-07 20:46:22.629298
1_1787,InsufficientMaterialFound,2020-01-07 20:53:35.736946
1_1863,ExecutePicking,2020-01-08 00:14:55.741516
1_1786,PostGoodsIssue,2020-01-08 04:45:24.053776
1_1787,PostGoodsIssue,2020-01-08 06:53:28.687711
1_1863,InsufficientMaterialFound,2020-01-08 08:28:52.494439
1_1865,ExecutePicking,2020-01-08 12:03:29.355228
1_1862,PostGoodsIssue,2020-01-08 14:08:24.460101
1_1786,CreateCustomerInvoice,2020-01-08 14:38:33.666708
1_1866,CreateDelivery,2020-01-08 17:04:12.677432
1_1863,PostGoodsIssue,2020-01-08 17:56:24.425381
1_1787,CreateCustomerInvoice,2020-01-08 20:56:29.686914
1_1862,CreateCustomerInvoice,2020-01-09 00:22:12.202723
1_1866,ExecutePicking,2020-01-09 05:09:46.053293
1_1863,CreateCustomerInvoice,2020-01-09 09:24:01.988544
1_1865,InsufficientMaterialFound,2020-01-09 12:18:06.314094
1_1865,PostGoodsIssue,2020-01-09 23:09:25.715208
1_1866,PostGoodsIssue,2020-01-10 02:54:20.298579
1_1864,CreateDelivery,2020-01-10 06:25:13.687084
1_1865,CreateCustomerInvoice,2020-01-10 16:57:05.309706
1_1866,CreateCustomerInvoice,2020-01-11 06:57:49.869930
1_1864,ExecutePicking,2020-01-11 16:49:47.053229
1_1864,PostGoodsIssue,2020-01-12 07:32:33.973470
1_1864,CreateCustomerInvoice,2020-01-12 16:36:08.873466
