traceid,activity,end_time
2_1459,PostGoodsReceipt,2020-01-03 10:35:05.438952
2_1275,ExecutePicking,2020-01-03 10:41:57.261977
2_1061,PostGoodsReceipt,2020-01-03 10:54:27.710626
2_1232,ReceiveVendorInvoice,2020-01-03 11:26:12.102541
2_1186,PostGoodsReceipt,2020-01-03 11:30:31.421114
2_1072,ExecutePicking,2020-01-03 11:36:21.383768
2_1670,PostGoodsIssue,2020-01-03 11:45:53.340047
2_1816,PostGoodsReceipt,2020-01-03 11:50:39.937682
2_1442,PostGoodsIssue,2020-01-03 12:29:14.815422
2_1646,InsufficientMaterialFound,2020-01-03 12:50:12.259498
2_1787,ExecutePicking,2020-01-03 13:04:43.275425
2_1710,ExecutePicking,2020-01-03 13:11:34.775065
2_1435,PostGoodsReceipt,2020-01-03 13:21:09.531425
2_1202,ExecutePicking,2020-01-03 13:29:38.995869
2_1133,ExecutePicking,2020-01-03 13:39:12.736607
2_1393,ReceiveVendorInvoice,2020-01-03 13:44:44.021481
2_1251,PostGoodsReceipt,2020-01-03 14:02:30.243001
2_1252,PostGoodsReceipt,2020-01-03 14:16:38.610993
2_1774,PostGoodsReceipt,2020-01-03 14:17:27.223058
2_1275,InsufficientMaterialFound,2020-01-03 14:52:16.422855
2_1627,PostGoodsReceipt,2020-01-03 15:04:48.758429
2_1442,ReceiveVendorInvoice,2020-01-03 15:12:04.766366
2_1119,PostGoodsIssue,2020-01-03 15:34:41.441183
2_1042,PostGoodsReceipt,2020-01-03 16:24:03.862286
2_1133,InsufficientMaterialFound,2020-01-03 16:46:00.167538
2_1032,PostGoodsIssue,2020-01-03 17:31:29.570705
2_1048,ExecutePicking,2020-01-03 17:35:07.203288
2_1072,InsufficientMaterialFound,2020-01-03 17:39:51.839846
2_1042,ExecutePicking,2020-01-03 18:12:40.864468
2_1787,InsufficientMaterialFound,2020-01-03 18:14:06.655630
2_1646,PostGoodsIssue,2020-01-03 18:47:04.710376
2_1750,ReceiveVendorInvoice,2020-01-03 18:59:01.268845
2_1179,InsufficientMaterialFound,2020-01-03 19:07:15.619835
2_1717,ExecutePicking,2020-01-03 19:29:30.153301
2_1311,ExecutePicking,2020-01-03 20:06:42.985070
2_1338,PostGoodsReceipt,2020-01-03 20:28:29.518939
2_1133,PostGoodsIssue,2020-01-03 20:29:46.202283
2_1710,PostGoodsIssue,2020-01-03 21:16:53.159021
2_1607,ExecutePicking,2020-01-03 21:18:13.645488
2_1202,PostGoodsIssue,2020-01-03 21:35:59.324437
2_1042,PostGoodsIssue,2020-01-03 21:46:49.136884
2_1670,ReceiveVendorInvoice,2020-01-03 23:05:10.781555
2_1311,PostGoodsIssue,2020-01-03 23:21:02.817801
2_1607,PostGoodsIssue,2020-01-03 23:46:10.742375
2_1072,PostGoodsIssue,2020-01-03 23:51:52.451200
2_1453,ReceiveVendorInvoice,2020-01-04 00:00:48.118576
2_1699,ExecutePicking,2020-01-04 00:14:25.094582
2_1275,PostGoodsIssue,2020-01-04 00:32:28.801799
2_1787,PostGoodsIssue,2020-01-04 00:42:02.483433
2_1311,ReceiveVendorInvoice,2020-01-04 00:45:21.939031
2_1547,ExecutePicking,2020-01-04 01:05:39.245272
2_1048,InsufficientMaterialFound,2020-01-04 01:18:39.750268
2_1717,InsufficientMaterialFound,2020-01-04 02:03:26.073501
2_1302,ExecutePicking,2020-01-04 02:07:39.512802
2_1032,ReceiveVendorInvoice,2020-01-04 02:13:24.061197
2_1547,InsufficientMaterialFound,2020-01-04 02:15:46.191861
2_1710,ReceiveVendorInvoice,2020-01-04 02:23:56.509178
2_1202,ReceiveVendorInvoice,2020-01-04 02:36:08.484457
2_1179,PostGoodsIssue,2020-01-04 02:38:22.458382
2_1742,ExecutePicking,2020-01-04 02:42:11.408836
2_1123,ExecutePicking,2020-01-04 02:43:54.486540
2_1646,ReceiveVendorInvoice,2020-01-04 03:10:08.969010
2_1338,ExecutePicking,2020-01-04 03:12:32.056052
2_1252,ExecutePicking,2020-01-04 03:25:23.410437
2_1072,ReceiveVendorInvoice,2020-01-04 03:27:07.984258
2_1762,PostGoodsReceipt,2020-01-04 03:42:37.706375
2_1158,ExecutePicking,2020-01-04 03:44:39.644041
2_1412,ExecutePicking,2020-01-04 04:13:41.255590
2_1252,InsufficientMaterialFound,2020-01-04 05:07:57.011783
2_1119,ReceiveVendorInvoice,2020-01-04 05:21:35.958519
2_1048,PostGoodsIssue,2020-01-04 05:24:44.487358
2_1816,ExecutePicking,2020-01-04 05:31:09.602162
2_1627,ExecutePicking,2020-01-04 06:00:09.508699
2_1020,ExecutePicking,2020-01-04 06:00:41.798549
2_1699,InsufficientMaterialFound,2020-01-04 06:01:19.695049
2_1302,InsufficientMaterialFound,2020-01-04 06:03:53.207304
2_1412,PostGoodsIssue,2020-01-04 06:24:15.246753
2_1179,ReceiveVendorInvoice,2020-01-04 06:52:00.494003
2_1123,InsufficientMaterialFound,2020-01-04 07:07:27.776242
2_1547,PostGoodsIssue,2020-01-04 07:48:54.034884
2_1274,ExecutePicking,2020-01-04 07:59:19.144242
2_1338,PostGoodsIssue,2020-01-04 08:20:33.692910
2_1717,PostGoodsIssue,2020-01-04 08:26:18.135514
2_1699,PostGoodsIssue,2020-01-04 08:54:06.011634
2_1742,PostGoodsIssue,2020-01-04 09:10:52.783387
2_1093,ExecutePicking,2020-01-04 09:47:38.073335
2_1158,InsufficientMaterialFound,2020-01-04 09:50:34.541383
2_1816,InsufficientMaterialFound,2020-01-04 09:51:57.091496
2_1275,ReceiveVendorInvoice,2020-01-04 09:56:14.200599
2_1787,ReceiveVendorInvoice,2020-01-04 09:57:06.097933
2_1020,PostGoodsIssue,2020-01-04 10:21:37.864182
2_1583,ExecutePicking,2020-01-04 10:26:57.579868
2_1636,ExecutePicking,2020-01-04 11:04:52.325295
2_1627,PostGoodsIssue,2020-01-04 11:07:45.181714
2_1618,ExecutePicking,2020-01-04 11:08:48.276771
2_1042,ReceiveVendorInvoice,2020-01-04 11:16:52.215310
2_1123,PostGoodsIssue,2020-01-04 11:19:33.255217
2_1536,ExecutePicking,2020-01-04 11:27:16.288162
2_1148,ExecutePicking,2020-01-04 11:40:04.646966
2_1717,ReceiveVendorInvoice,2020-01-04 11:57:00.350175
2_1829,PostGoodsReceipt,2020-01-04 11:59:25.206145
2_1547,ReceiveVendorInvoice,2020-01-04 12:12:07.106060
2_1368,ExecutePicking,2020-01-04 12:30:50.906774
2_1802,ExecutePicking,2020-01-04 12:54:27.511481
2_1478,ExecutePicking,2020-01-04 12:56:13.022425
2_1686,ExecutePicking,2020-01-04 13:07:01.577735
2_1607,ReceiveVendorInvoice,2020-01-04 13:34:57.952526
2_1158,PostGoodsIssue,2020-01-04 13:39:58.201398
2_1048,ReceiveVendorInvoice,2020-01-04 14:02:20.517344
2_1368,InsufficientMaterialFound,2020-01-04 14:13:32.244347
2_1252,PostGoodsIssue,2020-01-04 14:29:30.229179
2_1133,ReceiveVendorInvoice,2020-01-04 14:45:21.407700
2_1816,PostGoodsIssue,2020-01-04 14:50:37.658876
2_1435,ExecutePicking,2020-01-04 15:04:28.126260
2_1274,PostGoodsIssue,2020-01-04 15:13:48.115709
2_1302,PostGoodsIssue,2020-01-04 15:22:19.146851
2_1536,InsufficientMaterialFound,2020-01-04 15:36:19.071364
2_1686,PostGoodsIssue,2020-01-04 15:47:53.049606
2_1802,PostGoodsIssue,2020-01-04 15:53:24.233034
2_1435,PostGoodsIssue,2020-01-04 16:06:45.583512
2_1261,ExecutePicking,2020-01-04 16:07:26.342936
2_1636,PostGoodsIssue,2020-01-04 16:16:52.648041
2_1020,ReceiveVendorInvoice,2020-01-04 17:36:07.554289
2_1478,InsufficientMaterialFound,2020-01-04 17:40:47.781048
2_1459,ExecutePicking,2020-01-04 17:49:15.699283
2_1583,PostGoodsIssue,2020-01-04 17:55:29.912965
2_1123,ReceiveVendorInvoice,2020-01-04 17:56:08.294928
2_1251,ExecutePicking,2020-01-04 18:16:53.088716
2_1636,ReceiveVendorInvoice,2020-01-04 18:48:54.894258
2_1802,ReceiveVendorInvoice,2020-01-04 19:04:22.131755
2_1261,InsufficientMaterialFound,2020-01-04 19:07:16.999562
2_1093,PostGoodsIssue,2020-01-04 19:07:47.140209
2_1742,ReceiveVendorInvoice,2020-01-04 19:07:51.483508
2_1699,ReceiveVendorInvoice,2020-01-04 19:26:33.027899
2_1526,ExecutePicking,2020-01-04 19:26:56.584971
2_1186,ExecutePicking,2020-01-04 19:27:12.922507
2_1478,PostGoodsIssue,2020-01-04 19:34:01.761484
2_1536,PostGoodsIssue,2020-01-04 19:38:41.216122
2_1292,ExecutePicking,2020-01-04 19:40:50.270603
2_1148,PostGoodsIssue,2020-01-04 19:56:16.159363
2_1627,ReceiveVendorInvoice,2020-01-04 20:05:20.763514
2_1412,ReceiveVendorInvoice,2020-01-04 20:05:58.112523
2_1525,ExecutePicking,2020-01-04 20:07:49.336534
2_1762,ExecutePicking,2020-01-04 20:11:41.910664
2_1618,InsufficientMaterialFound,2020-01-04 20:40:24.413332
2_1252,ReceiveVendorInvoice,2020-01-04 20:42:59.800926
2_1536,ReceiveVendorInvoice,2020-01-04 21:40:33.460015
2_1186,InsufficientMaterialFound,2020-01-04 21:55:59.612010
2_1618,PostGoodsIssue,2020-01-04 21:56:18.620294
2_1525,InsufficientMaterialFound,2020-01-04 21:56:57.243849
2_1274,ReceiveVendorInvoice,2020-01-04 22:07:02.336350
2_1459,InsufficientMaterialFound,2020-01-04 22:51:55.231995
2_1774,ExecutePicking,2020-01-04 23:03:04.768504
2_1158,ReceiveVendorInvoice,2020-01-04 23:09:56.234159
2_1251,PostGoodsIssue,2020-01-04 23:12:52.310652
2_1338,ReceiveVendorInvoice,2020-01-04 23:21:42.912684
2_1368,PostGoodsIssue,2020-01-04 23:54:07.065865
2_1292,PostGoodsIssue,2020-01-05 00:40:43.758747
2_1186,PostGoodsIssue,2020-01-05 01:02:30.703161
2_1583,ReceiveVendorInvoice,2020-01-05 01:10:45.050292
2_1261,PostGoodsIssue,2020-01-05 02:20:33.956704
2_1061,ExecutePicking,2020-01-05 02:22:10.803695
2_1762,InsufficientMaterialFound,2020-01-05 02:29:46.392903
2_1148,ReceiveVendorInvoice,2020-01-05 02:53:38.696435
2_1686,ReceiveVendorInvoice,2020-01-05 02:55:05.767433
2_1435,ReceiveVendorInvoice,2020-01-05 03:39:59.394550
2_1525,PostGoodsIssue,2020-01-05 04:10:48.213932
2_1762,PostGoodsIssue,2020-01-05 04:25:35.913992
2_1478,ReceiveVendorInvoice,2020-01-05 04:26:46.027760
2_1774,PostGoodsIssue,2020-01-05 04:41:09.241172
2_1061,InsufficientMaterialFound,2020-01-05 04:43:40.641478
2_1261,ReceiveVendorInvoice,2020-01-05 04:50:03.226724
2_1459,PostGoodsIssue,2020-01-05 05:00:24.756075
2_1526,PostGoodsIssue,2020-01-05 05:05:02.582720
2_1292,ReceiveVendorInvoice,2020-01-05 05:50:29.217800
2_1827,PostGoodsReceipt,2020-01-05 05:59:09.800852
2_1816,ReceiveVendorInvoice,2020-01-05 06:09:39.210752
2_1302,ReceiveVendorInvoice,2020-01-05 06:45:37.056471
2_1618,ReceiveVendorInvoice,2020-01-05 08:27:36.544092
2_1251,ReceiveVendorInvoice,2020-01-05 11:32:45.031954
2_1093,ReceiveVendorInvoice,2020-01-05 12:36:27.914427
2_1368,ReceiveVendorInvoice,2020-01-05 13:15:24.671348
2_1459,ReceiveVendorInvoice,2020-01-05 13:17:29.470108
2_1061,PostGoodsIssue,2020-01-05 13:50:49.039416
2_1526,ReceiveVendorInvoice,2020-01-05 14:08:52.347621
2_1186,ReceiveVendorInvoice,2020-01-05 15:41:14.581354
2_1774,ReceiveVendorInvoice,2020-01-05 16:37:07.549700
2_1525,ReceiveVendorInvoice,2020-01-05 16:47:39.566871
2_1762,ReceiveVendorInvoice,2020-01-05 18:56:15.479401
2_1061,ReceiveVendorInvoice,2020-01-05 21:41:51.959169
2_1756,PostGoodsReceipt,2020-01-06 00:39:50.047441
2_1828,PostGoodsReceipt,2020-01-06 03:56:14.644180
2_1757,PostGoodsReceipt,2020-01-06 12:37:40.343688
2_1830,PostGoodsReceipt,2020-01-06 20:53:22.427274
2_1827,ExecutePicking,2020-01-07 01:48:52.911261
2_1757,ExecutePicking,2020-01-07 09:21:25.141472
2_1831,PostGoodsReceipt,2020-01-07 11:36:15.674704
2_1756,ExecutePicking,2020-01-07 17:25:26.830584
2_1756,InsufficientMaterialFound,2020-01-07 20:53:35.736946
2_1828,ExecutePicking,2020-01-08 00:14:55.741516
2_1756,PostGoodsIssue,2020-01-08 04:45:24.053776
2_1757,PostGoodsIssue,2020-01-08 06:53:28.687711
2_1827,InsufficientMaterialFound,2020-01-08 08:28:52.494439
2_1829,ExecutePicking,2020-01-08 12:03:29.355228
2_1827,PostGoodsIssue,2020-01-08 14:08:24.460101
2_1828,PostGoodsIssue,2020-01-08 17:56:24.425381
2_1827,ReceiveVendorInvoice,2020-01-08 19:00:08.219666
2_1756,ReceiveVendorInvoice,2020-01-08 19:13:12.387971
2_1757,ReceiveVendorInvoice,2020-01-09 00:11:18.607971
2_1831,ExecutePicking,2020-01-09 05:09:46.053293
2_1831,InsufficientMaterialFound,2020-01-09 12:18:06.314094
2_1828,ReceiveVendorInvoice,2020-01-09 19:09:33.095593
2_1829,PostGoodsIssue,2020-01-09 23:09:25.715208
2_1831,PostGoodsIssue,2020-01-10 02:54:20.298579
2_1829,ReceiveVendorInvoice,2020-01-10 09:07:07.621203
2_1831,ReceiveVendorInvoice,2020-01-11 01:13:32.294074
2_1830,ExecutePicking,2020-01-11 16:49:47.053229
2_1830,PostGoodsIssue,2020-01-12 07:32:33.973470
2_1830,ReceiveVendorInvoice,2020-01-12 23:30:19.839373
