traceid,activity,end_time
4_1365,ApproveQuotation,2020-01-01 20:19:45.936123
4_1373,ApproveQuotation,2020-01-01 20:34:19.044328
4_1071,ApproveQuotation,2020-01-01 20:37:35.221598
4_1367,ApproveQuotation,2020-01-01 21:10:34.921501
4_1280,ApproveQuotation,2020-01-01 21:19:17.575638
4_1254,ApproveQuotation,2020-01-01 21:31:15.818523
4_1142,ApproveQuotation,2020-01-01 21:53:11.549240
4_1431,CreateQuotation,2020-01-01 21:54:11.243704
4_1346,ApproveQuotation,2020-01-01 21:59:57.336775
4_1361,ApproveQuotation,2020-01-01 22:03:06.557511
4_1339,ApproveQuotation,2020-01-01 22:20:42.628926
4_1081,ApproveQuotation,2020-01-01 22:24:58.763384
4_1007,ApproveQuotation,2020-01-01 22:30:27.435304
4_1244,ApproveQuotation,2020-01-01 22:38:25.473752
4_1063,ApproveQuotation,2020-01-01 22:51:58.497977
4_1312,ApproveQuotation,2020-01-01 23:11:14.532432
4_1238,ApproveQuotation,2020-01-01 23:14:55.122402
4_1037,ApproveQuotation,2020-01-01 23:21:18.490928
4_1017,ApproveQuotation,2020-01-01 23:53:21.120816
4_1293,ApproveQuotation,2020-01-02 00:05:00.072609
4_1417,ApproveQuotation,2020-01-02 00:15:11.035438
4_1071,ApproveQuotation,2020-01-02 00:17:56.441622
4_1324,ApproveQuotation,2020-01-02 00:19:49.090228
4_1158,ApproveQuotation,2020-01-02 00:39:10.288876
4_1355,ApproveQuotation,2020-01-02 00:59:39.376150
4_1329,ApproveQuotation,2020-01-02 01:14:58.590552
4_1100,ApproveQuotation,2020-01-02 01:22:40.015564
4_1199,ApproveQuotation,2020-01-02 01:28:01.702171
4_1405,ApproveQuotation,2020-01-02 01:41:48.219060
4_1129,ApproveQuotation,2020-01-02 01:44:07.629884
4_1386,ApproveQuotation,2020-01-02 01:44:24.373543
4_1395,CreateQuotation,2020-01-02 02:32:21.763870
4_1206,CreateSalesOrder,2020-01-02 02:41:04.904502
4_1361,CreateSalesOrder,2020-01-02 02:54:06.722018
4_1285,ApproveQuotation,2020-01-02 03:05:19.145596
4_1135,ApproveQuotation,2020-01-02 03:30:57.899401
4_1161,ApproveQuotation,2020-01-02 03:40:41.409641
4_1074,ApproveQuotation,2020-01-02 03:48:24.998849
4_1142,ApproveQuotation,2020-01-02 03:51:51.425736
4_1078,CreateSalesOrder,2020-01-02 04:24:28.314164
4_1081,ApproveQuotation,2020-01-02 04:24:34.724737
4_1106,ApproveQuotation,2020-01-02 04:31:06.794494
4_1399,ApproveQuotation,2020-01-02 04:31:11.767767
4_1433,CreateQuotation,2020-01-02 04:37:43.936656
4_1071,CreateSalesOrder,2020-01-02 04:44:28.301366
4_1094,ApproveQuotation,2020-01-02 04:56:29.036712
4_1023,ApproveQuotation,2020-01-02 05:01:25.046250
4_1045,ApproveQuotation,2020-01-02 05:12:53.184182
4_1150,ApproveQuotation,2020-01-02 05:46:21.798935
4_1232,ApproveQuotation,2020-01-02 05:51:51.720567
4_1228,ApproveQuotation,2020-01-02 05:57:56.470058
4_1312,ApproveQuotation,2020-01-02 06:03:48.265962
4_1391,ApproveQuotation,2020-01-02 06:06:55.774765
4_1336,ApproveQuotation,2020-01-02 06:12:14.966714
4_1386,ApproveQuotation,2020-01-02 06:20:16.038316
4_1143,ApproveQuotation,2020-01-02 06:23:04.296680
4_1279,ApproveQuotation,2020-01-02 06:30:31.565234
4_1411,ApproveQuotation,2020-01-02 07:08:07.697121
4_1123,ApproveQuotation,2020-01-02 07:16:10.466987
4_1010,ApproveQuotation,2020-01-02 07:18:09.827840
4_1423,ApproveQuotation,2020-01-02 07:33:43.047158
4_1238,CreateSalesOrder,2020-01-02 07:38:41.739907
4_1417,ApproveQuotation,2020-01-02 07:39:32.316369
4_1346,ApproveQuotation,2020-01-02 07:58:38.123492
4_1365,ApproveQuotation,2020-01-02 08:15:23.820592
4_1244,ApproveQuotation,2020-01-02 08:23:36.309819
4_1339,ApproveQuotation,2020-01-02 08:37:04.816087
4_1128,ApproveQuotation,2020-01-02 08:43:09.113664
4_1329,CreateSalesOrder,2020-01-02 08:47:24.465248
4_1158,CreateSalesOrder,2020-01-02 09:04:20.152947
4_1232,CreateSalesOrder,2020-01-02 09:32:37.216119
4_1063,ApproveQuotation,2020-01-02 09:33:40.175708
4_1386,CreateSalesOrder,2020-01-02 09:36:24.049045
4_1007,ApproveQuotation,2020-01-02 09:47:00.059095
4_1324,ApproveQuotation,2020-01-02 10:24:45.924694
4_1034,ApproveQuotation,2020-01-02 10:29:43.427890
4_1106,CreateSalesOrder,2020-01-02 10:40:59.745635
4_1373,ApproveQuotation,2020-01-02 10:42:02.280489
4_1285,ApproveQuotation,2020-01-02 10:42:30.340451
4_1254,ApproveQuotation,2020-01-02 10:46:20.675802
4_1430,ApproveQuotation,2020-01-02 10:48:01.442586
4_1312,CreateSalesOrder,2020-01-02 11:24:02.386523
4_1367,ApproveQuotation,2020-01-02 11:25:19.798177
4_1394,ApproveQuotation,2020-01-02 11:39:14.893029
4_1217,ApproveQuotation,2020-01-02 11:48:00.529701
4_1176,ApproveQuotation,2020-01-02 11:56:35.793909
4_1355,CreateSalesOrder,2020-01-02 12:13:51.921693
4_1405,ApproveQuotation,2020-01-02 12:17:57.477715
4_1336,CreateSalesOrder,2020-01-02 12:41:21.574204
4_1123,CreateSalesOrder,2020-01-02 12:43:00.432674
4_1431,ApproveQuotation,2020-01-02 12:53:16.042580
4_1411,CreateSalesOrder,2020-01-02 13:16:36.366614
4_1293,ApproveQuotation,2020-01-02 13:22:09.570274
4_1365,CreateSalesOrder,2020-01-02 13:27:36.197444
4_1434,CreateQuotation,2020-01-02 13:34:47.701613
4_1142,CreateSalesOrder,2020-01-02 13:40:29.153324
4_1010,CreateSalesOrder,2020-01-02 13:48:39.542222
4_1037,ApproveQuotation,2020-01-02 13:52:32.749918
4_1161,ApproveQuotation,2020-01-02 14:12:48.350278
4_1100,CreateSalesOrder,2020-01-02 14:25:18.135694
4_1244,CreateSalesOrder,2020-01-02 14:41:19.383103
4_1339,CreateSalesOrder,2020-01-02 14:51:38.014502
4_1280,ApproveQuotation,2020-01-02 14:59:50.678386
4_1346,CreateSalesOrder,2020-01-02 15:03:32.441816
4_1129,ApproveQuotation,2020-01-02 15:37:38.759490
4_1279,CreateSalesOrder,2020-01-02 15:38:23.446654
4_1007,CreateSalesOrder,2020-01-02 15:43:33.103671
4_1143,CreateSalesOrder,2020-01-02 15:48:39.035901
4_1199,ApproveQuotation,2020-01-02 16:03:05.942336
4_1017,ApproveQuotation,2020-01-02 16:07:48.403833
4_1135,CreateSalesOrder,2020-01-02 16:08:31.639071
4_1285,CreateSalesOrder,2020-01-02 16:40:35.346769
4_1023,CreateSalesOrder,2020-01-02 16:43:46.887301
4_1391,CreateSalesOrder,2020-01-02 16:49:03.235224
4_1395,ApproveQuotation,2020-01-02 16:54:33.913405
4_1094,CreateSalesOrder,2020-01-02 17:22:14.228127
4_1373,CreateSalesOrder,2020-01-02 17:35:56.028921
4_1128,CreateSalesOrder,2020-01-02 18:23:11.096522
4_1150,ApproveQuotation,2020-01-02 18:30:48.499026
4_1074,CreateSalesOrder,2020-01-02 18:37:40.608322
4_1293,CreateSalesOrder,2020-01-02 19:10:19.704542
4_1081,CreateSalesOrder,2020-01-02 19:40:06.192732
4_1063,CreateSalesOrder,2020-01-02 20:08:30.821091
4_1228,CreateSalesOrder,2020-01-02 20:12:10.113416
4_1280,CreateSalesOrder,2020-01-02 20:40:45.664426
4_1150,CreateSalesOrder,2020-01-02 20:55:20.490848
4_1254,CreateSalesOrder,2020-01-02 20:58:32.732026
4_1405,CreateSalesOrder,2020-01-02 21:55:29.114070
4_1176,CreateSalesOrder,2020-01-02 22:01:01.967985
4_1417,CreateSalesOrder,2020-01-02 22:07:10.774785
4_1017,CreateSalesOrder,2020-01-02 22:14:30.074119
4_1399,CreateSalesOrder,2020-01-02 22:36:16.656200
4_1045,CreateSalesOrder,2020-01-02 22:47:30.219706
4_1037,CreateSalesOrder,2020-01-02 22:54:28.977272
4_1367,CreateSalesOrder,2020-01-03 01:00:13.994151
4_1161,CreateSalesOrder,2020-01-03 01:49:16.070981
4_1423,CreateSalesOrder,2020-01-03 02:12:35.032833
4_1217,CreateSalesOrder,2020-01-03 02:39:09.678576
4_1034,CreateSalesOrder,2020-01-03 02:41:33.232639
4_1324,CreateSalesOrder,2020-01-03 02:59:28.048780
4_1432,ApproveQuotation,2020-01-03 04:46:23.451400
4_1430,ApproveQuotation,2020-01-03 08:47:49.672807
4_1129,CreateSalesOrder,2020-01-03 10:04:00.483501
4_1199,CreateSalesOrder,2020-01-03 10:30:53.034611
4_1394,ApproveQuotation,2020-01-03 10:34:51.506914
4_1431,ApproveQuotation,2020-01-03 16:03:33.462141
4_1433,ApproveQuotation,2020-01-03 19:36:39.794498
4_1395,ApproveQuotation,2020-01-03 22:48:36.281183
4_1430,CreateSalesOrder,2020-01-04 05:27:13.227957
4_1394,CreateSalesOrder,2020-01-04 08:19:14.693281
4_1434,ApproveQuotation,2020-01-04 08:22:57.597214
4_1431,CreateSalesOrder,2020-01-04 12:28:47.146012
4_1432,ApproveQuotation,2020-01-04 14:51:29.747821
4_1395,CreateSalesOrder,2020-01-04 20:07:59.802408
4_1433,ApproveQuotation,2020-01-05 03:55:54.281230
4_1434,ApproveQuotation,2020-01-05 14:24:30.119662
4_1432,CreateSalesOrder,2020-01-05 16:00:57.323610
4_1433,CreateSalesOrder,2020-01-06 02:13:09.457973
4_1434,CreateSalesOrder,2020-01-06 13:03:41.541328
